"location","date","total_cases","total_deaths","total_cases_per_million","total_deaths_per_million"
"France","2020-10-11","718873.0","32684.0","11013.242","500.724"
"France","2020-10-10","691977.0","32630.0","10601.191","499.896"
"France","2020-10-09","671638.0","32521.0","10289.595","498.227"
"France","2020-10-08","653509.0","32445.0","10011.856","497.062"
"France","2020-10-07","634763.0","32365.0","9724.664","495.837"
"France","2020-10-06","624274.0","32299.0","9563.971","494.826"
"France","2020-10-05","619170.0","32230.0","9485.777","493.768"
"France","2020-10-04","606625.0","32198.0","9293.586","493.278"
"France","2020-10-03","589653.0","32155.0","9033.572","492.619"
"France","2020-10-02","577505.0","32019.0","8847.463","490.536"
"France","2020-10-01","563535.0","31956.0","8633.441","489.571"
"France","2020-09-30","550690.0","31893.0","8436.653","488.606"
"France","2020-09-29","542639.0","31808.0","8313.311","487.303"
"France","2020-09-28","538569.0","31727.0","8250.958","486.062"
"France","2020-09-27","527446.0","31700.0","8080.552","485.649"
"France","2020-09-26","513034.0","31661.0","7859.758","485.051"
"France","2020-09-25","497237.0","31511.0","7617.745","482.753"
"France","2020-09-24","481141.0","31459.0","7371.152","481.957"
"France","2020-09-23","468069.0","31416.0","7170.887","481.298"
"France","2020-09-22","458061.0","31338.0","7017.563","480.103"
"France","2020-09-21","453763.0","31285.0","6951.717","479.291"
"France","2020-09-20","442194.0","31274.0","6774.478","479.122"
"France","2020-09-19","428696.0","31249.0","6567.687","478.739"
"France","2020-09-18","415481.0","31095.0","6365.231","476.38"
"France","2020-09-17","404888.0","31045.0","6202.945","475.614"
"France","2020-09-16","395104.0","30999.0","6053.053","474.909"
"France","2020-09-15","387252.0","30950.0","5932.759","474.159"
"France","2020-09-14","381094.0","30916.0","5838.417","473.638"
"France","2020-09-13","373911.0","30910.0","5728.373","473.546"
"France","2020-09-12","363350.0","30893.0","5566.577","473.285"
"France","2020-09-11","353944.0","30813.0","5422.475","472.06"
"France","2020-09-10","344101.0","30794.0","5271.679","471.769"
"France","2020-09-09","335524.0","30764.0","5140.278","471.309"
"France","2020-09-08","328980.0","30726.0","5040.023","470.727"
"France","2020-09-07","324777.0","30701.0","4975.632","470.344"
"France","2020-09-06","317706.0","30698.0","4867.304","470.298"
"France","2020-09-05","309156.0","30686.0","4736.316","470.114"
"France","2020-09-04","300181.0","30686.0","4598.818","470.114"
"France","2020-09-03","293024.0","30686.0","4489.172","470.114"
"France","2020-09-02","286007.0","30661.0","4381.67","469.731"
"France","2020-09-01","281025.0","30635.0","4305.345","469.333"
"France","2020-08-31","277943.0","30606.0","4258.128","468.889"
"France","2020-08-30","272530.0","30602.0","4175.201","468.827"
"France","2020-08-29","267077.0","30596.0","4091.66","468.735"
"France","2020-08-28","259698.0","30576.0","3978.612","468.429"
"France","2020-08-27","253587.0","30544.0","3884.991","467.939"
"France","2020-08-26","248158.0","30544.0","3801.818","467.939"
"France","2020-08-25","244854.0","30528.0","3751.2","467.694"
"France","2020-08-24","242899.0","30513.0","3721.249","467.464"
"France","2020-08-23","238002.0","30512.0","3646.226","467.448"
"France","2020-08-22","234400.0","30503.0","3591.043","467.311"
"France","2020-08-21","229814.0","30480.0","3520.785","466.958"
"France","2020-08-20","225043.0","30468.0","3447.693","466.774"
"France","2020-08-19","221267.0","30451.0","3389.844","466.514"
"France","2020-08-18","219029.0","30429.0","3355.557","466.177"
"France","2020-08-17","218536.0","30410.0","3348.004","465.886"
"France","2020-08-16","215521.0","30409.0","3301.814","465.87"
"France","2020-08-15","212211.0","30406.0","3251.104","465.824"
"France","2020-08-14","209365.0","30388.0","3207.503","465.549"
"France","2020-08-13","206696.0","30371.0","3166.614","465.288"
"France","2020-08-12","204172.0","30354.0","3127.946","465.028"
"France","2020-08-11","202775.0","30340.0","3106.543","464.813"
"France","2020-08-10","197921.0","30324.0","3032.179","464.568"
"France","2020-08-09","197921.0","30324.0","3032.179","464.568"
"France","2020-08-08","197921.0","30324.0","3032.179","464.568"
"France","2020-08-07","195633.0","30312.0","2997.127","464.384"
"France","2020-08-06","194029.0","30305.0","2972.553","464.277"
"France","2020-08-05","192334.0","30296.0","2946.586","464.139"
"France","2020-08-04","191295.0","30294.0","2930.668","464.109"
"France","2020-08-03","187919.0","30265.0","2878.947","463.664"
"France","2020-08-02","187919.0","30265.0","2878.947","463.664"
"France","2020-08-01","187919.0","30265.0","2878.947","463.664"
"France","2020-07-31","186573.0","30254.0","2858.326","463.496"
"France","2020-07-30","185196.0","30238.0","2837.231","463.251"
"France","2020-07-29","183804.0","30223.0","2815.905","463.021"
"France","2020-07-28","183079.0","30209.0","2804.798","462.806"
"France","2020-07-27","180528.0","30192.0","2765.716","462.546"
"France","2020-07-26","180528.0","30192.0","2765.716","462.546"
"France","2020-07-25","180528.0","30192.0","2765.716","462.546"
"France","2020-07-24","179398.0","30182.0","2748.404","462.393"
"France","2020-07-23","178336.0","30172.0","2732.134","462.24"
"France","2020-07-22","177338.0","30165.0","2716.845","462.132"
"France","2020-07-21","176754.0","30165.0","2707.898","462.132"
"France","2020-07-20","174674.0","30152.0","2676.032","461.933"
"France","2020-07-19","174674.0","30152.0","2676.032","461.933"
"France","2020-07-18","174674.0","30152.0","2676.032","461.933"
"France","2020-07-17","173838.0","30138.0","2663.224","461.719"
"France","2020-07-16","173304.0","30120.0","2655.043","461.443"
"France","2020-07-15","172377.0","30029.0","2640.842","460.049"
"France","2020-07-14","172377.0","30029.0","2640.842","460.049"
"France","2020-07-13","170752.0","30004.0","2615.946","459.666"
"France","2020-07-12","170752.0","30004.0","2615.946","459.666"
"France","2020-07-11","170752.0","30004.0","2615.946","459.666"
"France","2020-07-10","170094.0","29979.0","2605.866","459.283"
"France","2020-07-09","169473.0","29965.0","2596.352","459.068"
"France","2020-07-08","168810.0","29933.0","2586.195","458.578"
"France","2020-07-07","168335.0","29920.0","2578.917","458.379"
"France","2020-07-06","166960.0","29893.0","2557.852","457.965"
"France","2020-07-05","166960.0","29893.0","2557.852","457.965"
"France","2020-07-04","166960.0","29893.0","2557.852","457.965"
"France","2020-07-03","166378.0","29875.0","2548.936","457.689"
"France","2020-07-02","165719.0","29861.0","2538.84","457.475"
"France","2020-07-01","164801.0","29843.0","2524.776","457.199"
"France","2020-06-30","164260.0","29813.0","2516.488","456.74"
"France","2020-06-29","162936.0","29778.0","2496.204","456.203"
"France","2020-06-28","162936.0","29778.0","2496.204","456.203"
"France","2020-06-27","162936.0","29778.0","2496.204","456.203"
"France","2020-06-26","161348.0","29752.0","2471.876","455.805"
"France","2020-06-25","161348.0","29731.0","2471.876","455.483"
"France","2020-06-24","161267.0","29720.0","2470.635","455.315"
"France","2020-06-23","160750.0","29663.0","2462.714","454.442"
"France","2020-06-22","160377.0","29640.0","2457.0","454.089"
"France","2020-06-21","160093.0","29633.0","2452.649","453.982"
"France","2020-06-20","159452.0","29617.0","2442.829","453.737"
"France","2020-06-19","158641.0","29603.0","2430.404","453.522"
"France","2020-06-18","158174.0","29575.0","2423.249","453.093"
"France","2020-06-17","157716.0","29547.0","2416.233","452.664"
"France","2020-06-16","157372.0","29436.0","2410.963","450.964"
"France","2020-06-15","157220.0","29407.0","2408.634","450.52"
"France","2020-06-14","156813.0","29398.0","2402.399","450.382"
"France","2020-06-13","156287.0","29374.0","2394.34","450.014"
"France","2020-06-12","155561.0","29346.0","2383.218","449.585"
"France","2020-06-11","155136.0","29319.0","2376.707","449.171"
"France","2020-06-10","154591.0","29296.0","2368.357","448.819"
"France","2020-06-09","154188.0","29209.0","2362.183","447.486"
"France","2020-06-08","153977.0","29155.0","2358.951","446.659"
"France","2020-06-07","153634.0","29142.0","2353.696","446.46"
"France","2020-06-06","153055.0","29111.0","2344.826","445.985"
"France","2020-06-05","152444.0","29065.0","2335.465","445.28"
"France","2020-06-04","151677.0","29021.0","2323.714","444.606"
"France","2020-06-03","151325.0","28940.0","2318.322","443.365"
"France","2020-06-02","152091.0","28833.0","2330.057","441.726"
"France","2020-06-01","151753.0","28802.0","2324.879","441.251"
"France","2020-05-31","151496.0","28771.0","2320.941","440.776"
"France","2020-05-30","149668.0","28714.0","2292.936","439.903"
"France","2020-05-29","149071.0","28662.0","2283.79","439.106"
"France","2020-05-28","145746.0","28596.0","2232.851","438.095"
"France","2020-05-27","145555.0","28530.0","2229.924","437.084"
"France","2020-05-26","145279.0","28432.0","2225.696","435.583"
"France","2020-05-25","144921.0","28367.0","2220.211","434.587"
"France","2020-05-24","144806.0","28332.0","2218.45","434.05"
"France","2020-05-23","144566.0","28289.0","2214.773","433.392"
"France","2020-05-22","144163.0","28215.0","2208.599","432.258"
"France","2020-05-21","143845.0","28132.0","2203.727","430.986"
"France","2020-05-20","143427.0","28022.0","2197.323","429.301"
"France","2020-05-19","142903.0","27897.0","2189.295","427.386"
"France","2020-05-18","142411.0","27711.0","2181.758","424.537"
"France","2020-05-17","142291.0","27643.0","2179.919","423.495"
"France","2020-05-16","141919.0","27555.0","2174.22","422.147"
"France","2020-05-15","141356.0","27425.0","2165.595","420.155"
"France","2020-05-14","140734.0","27074.0","2156.066","414.778"
"France","2020-05-13","140227.0","26991.0","2148.299","413.506"
"France","2020-05-12","139519.0","26643.0","2137.452","408.175"
"France","2020-05-11","139063.0","26380.0","2130.466","404.146"
"France","2020-05-10","138854.0","26310.0","2127.264","403.073"
"France","2020-05-09","138421.0","26230.0","2120.63","401.848"
"France","2020-05-08","137779.0","25987.0","2110.795","398.125"
"France","2020-05-07","137150.0","25809.0","2101.159","395.398"
"France","2020-05-06","132967.0","25531.0","2037.074","391.139"
"France","2020-05-05","131863.0","25201.0","2020.161","386.083"
"France","2020-05-04","131287.0","24895.0","2011.337","381.395"
"France","2020-05-03","130979.0","24760.0","2006.618","379.327"
"France","2020-05-02","130185.0","24594.0","1994.454","376.784"
"France","2020-05-01","129581.0","24376.0","1985.2","373.444"
"France","2020-04-30","128442.0","24087.0","1967.751","369.016"
"France","2020-04-29","126835.0","23660.0","1943.131","362.475"
"France","2020-04-28","125770.0","23293.0","1926.815","356.852"
"France","2020-04-27","124575.0","22856.0","1908.508","350.157"
"France","2020-04-26","124114.0","22614.0","1901.445","346.45"
"France","2020-04-25","122577.0","22245.0","1877.898","340.797"
"France","2020-04-24","120804.0","21856.0","1850.735","334.837"
"France","2020-04-23","119151.0","21340.0","1825.411","326.932"
"France","2020-04-22","117324.0","20796.0","1797.421","318.598"
"France","2020-04-21","114657.0","20265.0","1756.562","310.463"
"France","2020-04-20","112606.0","19718.0","1725.141","302.083"
"France","2020-04-19","111821.0","19323.0","1713.115","296.031"
"France","2020-04-18","109252.0","18681.0","1673.757","286.196"
"France","2020-04-17","108847.0","17920.0","1667.552","274.537"
"France","2020-04-16","106206.0","17167.0","1627.092","263.001"
"France","2020-04-15","103573.0","15729.0","1586.754","240.971"
"France","2020-04-14","98076.0","14967.0","1502.539","229.297"
"France","2020-04-13","95403.0","14393.0","1461.588","220.503"
"France","2020-04-12","93790.0","13832.0","1436.877","211.908"
"France","2020-04-11","90676.0","13197.0","1389.17","202.18"
"France","2020-04-10","86334.0","12210.0","1322.65","187.059"
"France","2020-04-09","82048.0","10869.0","1256.988","166.515"
"France","2020-04-08","78167.0","10328.0","1197.53","158.227"
"France","2020-04-07","74390.0","8911.0","1139.666","136.518"
"France","2020-04-06","70478.0","8078.0","1079.734","123.756"
"France","2020-04-05","68605.0","7560.0","1051.039","115.82"
"France","2020-04-04","64338.0","6507.0","985.668","99.688"
"France","2020-04-03","59105.0","4503.0","905.497","68.987"
"France","2020-04-02","56989.0","4032.0","873.08","61.771"
"France","2020-04-01","52128.0","3523.0","798.609","53.973"
"France","2020-03-31","44550.0","3024.0","682.513","46.328"
"France","2020-03-30","40174.0","2606.0","615.472","39.924"
"France","2020-03-29","37575.0","2314.0","575.655","35.451"
"France","2020-03-28","32964.0","1995.0","505.013","30.564"
"France","2020-03-27","29155.0","1696.0","446.659","25.983"
"France","2020-03-26","25233.0","1331.0","386.573","20.391"
"France","2020-03-25","22302.0","1100.0","341.67","16.852"
"France","2020-03-24","19856.0","860.0","304.197","13.175"
"France","2020-03-23","16018.0","674.0","245.398","10.326"
"France","2020-03-22","14459.0","562.0","221.514","8.61"
"France","2020-03-21","12612.0","450.0","193.218","6.894"
"France","2020-03-20","10995.0","372.0","168.445","5.699"
"France","2020-03-19","9134.0","244.0","139.934","3.738"
"France","2020-03-18","7730.0","175.0","118.425","2.681"
"France","2020-03-17","6633.0","148.0","101.619","2.267"
"France","2020-03-16","5423.0","127.0","83.081","1.946"
"France","2020-03-15","4499.0","91.0","68.925","1.394"
"France","2020-03-14","3661.0","79.0","56.087","1.21"
"France","2020-03-13","2876.0","61.0","44.061","0.935"
"France","2020-03-12","2281.0","48.0","34.945","0.735"
"France","2020-03-11","1784.0","33.0","27.331","0.506"
"France","2020-03-10","1412.0","30.0","21.632","0.46"
"France","2020-03-09","1126.0","19.0","17.25","0.291"
"France","2020-03-08","716.0","10.0","10.969","0.153"
"France","2020-03-07","613.0","9.0","9.391","0.138"
"France","2020-03-06","423.0","7.0","6.48","0.107"
"France","2020-03-05","285.0","4.0","4.366","0.061"
"France","2020-03-04","212.0","4.0","3.248","0.061"
"France","2020-03-03","178.0","3.0","2.727","0.046"
"France","2020-03-02","130.0","2.0","1.992","0.031"
"France","2020-03-01","100.0","2.0","1.532","0.031"
"France","2020-02-29","57.0","2.0","0.873","0.031"
"France","2020-02-28","38.0","2.0","0.582","0.031"
"France","2020-02-27","17.0","2.0","0.26","0.031"
"France","2020-02-26","14.0","1.0","0.214","0.015"
"France","2020-02-25","12.0","1.0","0.184","0.015"
"France","2020-02-24","12.0","1.0","0.184","0.015"
"France","2020-02-23","12.0","1.0","0.184","0.015"
"France","2020-02-22","12.0","1.0","0.184","0.015"
"France","2020-02-21","12.0","1.0","0.184","0.015"
"France","2020-02-20","12.0","1.0","0.184","0.015"
"France","2020-02-19","12.0","1.0","0.184","0.015"
"France","2020-02-18","12.0","1.0","0.184","0.015"
"France","2020-02-17","12.0","1.0","0.184","0.015"
"France","2020-02-16","11.0","1.0","0.169","0.015"
"France","2020-02-15","11.0","1.0","0.169","0.015"
"France","2020-02-14","11.0",,"0.169",
"France","2020-02-13","11.0",,"0.169",
"France","2020-02-12","11.0",,"0.169",
"France","2020-02-11","11.0",,"0.169",
"France","2020-02-10","11.0",,"0.169",
"France","2020-02-09","11.0",,"0.169",
"France","2020-02-08","11.0",,"0.169",
"France","2020-02-07","6.0",,"0.092",
"France","2020-02-06","6.0",,"0.092",
"France","2020-02-05","6.0",,"0.092",
"France","2020-02-04","6.0",,"0.092",
"France","2020-02-03","6.0",,"0.092",
"France","2020-02-02","6.0",,"0.092",
"France","2020-02-01","6.0",,"0.092",
"France","2020-01-31","6.0",,"0.092",
"France","2020-01-30","5.0",,"0.077",
"France","2020-01-29","4.0",,"0.061",
"France","2020-01-28","3.0",,"0.046",
"France","2020-01-27","3.0",,"0.046",
"France","2020-01-26","3.0",,"0.046",
"France","2020-01-25","3.0",,"0.046",
"France","2020-01-24",,,,
"France","2020-01-23",,,,
"France","2020-01-22",,,,
"France","2020-01-21",,,,
"France","2020-01-20",,,,
"France","2020-01-19",,,,
"France","2020-01-18",,,,
"France","2020-01-17",,,,
"France","2020-01-16",,,,
"France","2020-01-15",,,,
"France","2020-01-14",,,,
"France","2020-01-13",,,,
"France","2020-01-12",,,,
"France","2020-01-11",,,,
"France","2020-01-10",,,,
"France","2020-01-09",,,,
"France","2020-01-08",,,,
"France","2020-01-07",,,,
"France","2020-01-06",,,,
"France","2020-01-05",,,,
"France","2020-01-04",,,,
"France","2020-01-03",,,,
"France","2020-01-02",,,,
"France","2020-01-01",,,,
"France","2019-12-31",,,,
"Germany","2020-11-05","597583.0","10930.0","7132.429","130.455"
"Germany","2020-11-04","577593.0","10812.0","6893.839","129.046"
"Germany","2020-11-03","560379.0","10661.0","6688.382","127.244"
"Germany","2020-11-02","545027.0","10530.0","6505.148","125.68"
"Germany","2020-11-01","532930.0","10481.0","6360.765","125.096"
"Germany","2020-10-31","518753.0","10452.0","6191.556","124.749"
"Germany","2020-10-30","499694.0","10349.0","5964.078","123.52"
"Germany","2020-10-29","481013.0","10272.0","5741.112","122.601"
"Germany","2020-10-28","464239.0","10183.0","5540.906","121.539"
"Germany","2020-10-27","449275.0","10098.0","5362.304","120.524"
"Germany","2020-10-26","437866.0","10056.0","5226.133","120.023"
"Germany","2020-10-25","429181.0","10032.0","5122.473","119.737"
"Germany","2020-10-24","418005.0","10003.0","4989.082","119.39"
"Germany","2020-10-23","403291.0","9954.0","4813.464","118.806"
"Germany","2020-10-22","392049.0","9905.0","4679.286","118.221"
"Germany","2020-10-21","380762.0","9875.0","4544.57","117.863"
"Germany","2020-10-20","373167.0","9836.0","4453.92","117.397"
"Germany","2020-10-19","366299.0","9789.0","4371.947","116.836"
"Germany","2020-10-18","361974.0","9777.0","4320.327","116.693"
"Germany","2020-10-17","356387.0","9767.0","4253.643","116.574"
"Germany","2020-10-16","348557.0","9734.0","4160.188","116.18"
"Germany","2020-10-15","341223.0","9710.0","4072.654","115.893"
"Germany","2020-10-14","334585.0","9677.0","3993.426","115.499"
"Germany","2020-10-13","329453.0","9634.0","3932.173","114.986"
"Germany","2020-10-12","325331.0","9621.0","3882.975","114.831"
"Germany","2020-10-11","322864.0","9615.0","3853.531","114.759"
"Germany","2020-10-10","319381.0","9604.0","3811.959","114.628"
"Germany","2020-10-09","314660.0","9589.0","3755.612","114.449"
"Germany","2020-10-08","310144.0","9578.0","3701.712","114.318"
"Germany","2020-10-07","306086.0","9562.0","3653.277","114.127"
"Germany","2020-10-06","303258.0","9546.0","3619.524","113.936"
"Germany","2020-10-05","300619.0","9534.0","3588.026","113.793"
"Germany","2020-10-04","299237.0","9529.0","3571.532","113.733"
"Germany","2020-10-03","296958.0","9527.0","3544.331","113.709"
"Germany","2020-10-02","294395.0","9508.0","3513.74","113.482"
"Germany","2020-10-01","291722.0","9500.0","3481.837","113.387"
"Germany","2020-09-30","289219.0","9488.0","3451.962","113.244"
"Germany","2020-09-29","287421.0","9471.0","3430.502","113.041"
"Germany","2020-09-28","285332.0","9460.0","3405.569","112.909"
"Germany","2020-09-27","284140.0","9457.0","3391.342","112.874"
"Germany","2020-09-26","282730.0","9452.0","3374.513","112.814"
"Germany","2020-09-25","280223.0","9443.0","3344.591","112.707"
"Germany","2020-09-24","278070.0","9428.0","3318.894","112.528"
"Germany","2020-09-23","275927.0","9409.0","3293.316","112.301"
"Germany","2020-09-22","274158.0","9396.0","3272.202","112.146"
"Germany","2020-09-21","272337.0","9386.0","3250.468","112.026"
"Germany","2020-09-20","271415.0","9386.0","3239.463","112.026"
"Germany","2020-09-19","270070.0","9384.0","3223.41","112.002"
"Germany","2020-09-18","267773.0","9378.0","3195.994","111.931"
"Germany","2020-09-17","265857.0","9371.0","3173.126","111.847"
"Germany","2020-09-16","263663.0","9368.0","3146.939","111.811"
"Germany","2020-09-15","261762.0","9362.0","3124.25","111.74"
"Germany","2020-09-14","260355.0","9350.0","3107.457","111.597"
"Germany","2020-09-13","259428.0","9349.0","3096.393","111.585"
"Germany","2020-09-12","258480.0","9347.0","3085.078","111.561"
"Germany","2020-09-11","256850.0","9342.0","3065.623","111.501"
"Germany","2020-09-10","255366.0","9341.0","3047.911","111.489"
"Germany","2020-09-09","253474.0","9338.0","3025.329","111.453"
"Germany","2020-09-08","252298.0","9329.0","3011.293","111.346"
"Germany","2020-09-07","250799.0","9325.0","2993.402","111.298"
"Germany","2020-09-06","249985.0","9325.0","2983.686","111.298"
"Germany","2020-09-05","248997.0","9324.0","2971.894","111.286"
"Germany","2020-09-04","247619.0","9322.0","2955.447","111.262"
"Germany","2020-09-03","246166.0","9321.0","2938.105","111.25"
"Germany","2020-09-02","244855.0","9313.0","2922.457","111.155"
"Germany","2020-09-01","243599.0","9302.0","2907.466","111.024"
"Germany","2020-08-31","242381.0","9298.0","2892.929","110.976"
"Germany","2020-08-30","241771.0","9295.0","2885.648","110.94"
"Germany","2020-08-29","240986.0","9289.0","2876.279","110.868"
"Germany","2020-08-28","239507.0","9288.0","2858.626","110.857"
"Germany","2020-08-27","237936.0","9285.0","2839.876","110.821"
"Germany","2020-08-26","236429.0","9280.0","2821.889","110.761"
"Germany","2020-08-25","234853.0","9277.0","2803.079","110.725"
"Germany","2020-08-24","233575.0","9272.0","2787.825","110.666"
"Germany","2020-08-23","232864.0","9269.0","2779.339","110.63"
"Germany","2020-08-22","232082.0","9267.0","2770.006","110.606"
"Germany","2020-08-21","230048.0","9260.0","2745.729","110.522"
"Germany","2020-08-20","228621.0","9253.0","2728.697","110.439"
"Germany","2020-08-19","226914.0","9243.0","2708.323","110.319"
"Germany","2020-08-18","225404.0","9236.0","2690.301","110.236"
"Germany","2020-08-17","224014.0","9232.0","2673.71","110.188"
"Germany","2020-08-16","223453.0","9231.0","2667.015","110.176"
"Germany","2020-08-15","222828.0","9231.0","2659.555","110.176"
"Germany","2020-08-14","221413.0","9225.0","2642.666","110.105"
"Germany","2020-08-13","219964.0","9211.0","2625.372","109.938"
"Germany","2020-08-12","218519.0","9207.0","2608.125","109.89"
"Germany","2020-08-11","217293.0","9201.0","2593.492","109.818"
"Germany","2020-08-10","216327.0","9197.0","2581.962","109.77"
"Germany","2020-08-09","215891.0","9196.0","2576.759","109.758"
"Germany","2020-08-08","215336.0","9195.0","2570.134","109.747"
"Germany","2020-08-07","214214.0","9183.0","2556.743","109.603"
"Germany","2020-08-06","213067.0","9175.0","2543.053","109.508"
"Germany","2020-08-05","212022.0","9168.0","2530.58","109.424"
"Germany","2020-08-04","211281.0","9156.0","2521.736","109.281"
"Germany","2020-08-03","210402.0","9148.0","2511.245","109.186"
"Germany","2020-08-02","209893.0","9141.0","2505.17","109.102"
"Germany","2020-08-01","209653.0","9141.0","2502.305","109.102"
"Germany","2020-07-31","208698.0","9141.0","2490.907","109.102"
"Germany","2020-07-30","207828.0","9134.0","2480.523","109.018"
"Germany","2020-07-29","206926.0","9128.0","2469.757","108.947"
"Germany","2020-07-28","206242.0","9122.0","2461.593","108.875"
"Germany","2020-07-27","205609.0","9118.0","2454.038","108.828"
"Germany","2020-07-26","205269.0","9118.0","2449.98","108.828"
"Germany","2020-07-25","204964.0","9118.0","2446.34","108.828"
"Germany","2020-07-24","204183.0","9111.0","2437.018","108.744"
"Germany","2020-07-23","203368.0","9101.0","2427.291","108.625"
"Germany","2020-07-22","202799.0","9095.0","2420.5","108.553"
"Germany","2020-07-21","202345.0","9090.0","2415.081","108.493"
"Germany","2020-07-20","201823.0","9086.0","2408.851","108.446"
"Germany","2020-07-19","201574.0","9084.0","2405.879","108.422"
"Germany","2020-07-18","201372.0","9083.0","2403.468","108.41"
"Germany","2020-07-17","200843.0","9082.0","2397.154","108.398"
"Germany","2020-07-16","200260.0","9078.0","2390.195","108.35"
"Germany","2020-07-15","199726.0","9071.0","2383.822","108.267"
"Germany","2020-07-14","199375.0","9068.0","2379.633","108.231"
"Germany","2020-07-13","198963.0","9064.0","2374.715","108.183"
"Germany","2020-07-12","198804.0","9063.0","2372.817","108.171"
"Germany","2020-07-11","198556.0","9060.0","2369.857","108.135"
"Germany","2020-07-10","198178.0","9054.0","2365.346","108.064"
"Germany","2020-07-09","197783.0","9048.0","2360.631","107.992"
"Germany","2020-07-08","197341.0","9036.0","2355.356","107.849"
"Germany","2020-07-07","196944.0","9024.0","2350.617","107.706"
"Germany","2020-07-06","196554.0","9016.0","2345.963","107.61"
"Germany","2020-07-05","196335.0","9012.0","2343.349","107.562"
"Germany","2020-07-04","196096.0","9010.0","2340.496","107.539"
"Germany","2020-07-03","195674.0","9003.0","2335.459","107.455"
"Germany","2020-07-02","195228.0","8994.0","2330.136","107.348"
"Germany","2020-07-01","194725.0","8985.0","2324.133","107.24"
"Germany","2020-06-30","194259.0","8973.0","2318.571","107.097"
"Germany","2020-06-29","193761.0","8961.0","2312.627","106.954"
"Germany","2020-06-28","193499.0","8957.0","2309.5","106.906"
"Germany","2020-06-27","193243.0","8954.0","2306.444","106.87"
"Germany","2020-06-26","192556.0","8948.0","2298.245","106.799"
"Germany","2020-06-25","192079.0","8927.0","2292.551","106.548"
"Germany","2020-06-24","191449.0","8914.0","2285.032","106.393"
"Germany","2020-06-23","190862.0","8895.0","2278.026","106.166"
"Germany","2020-06-22","190359.0","8885.0","2272.022","106.047"
"Germany","2020-06-21","189822.0","8882.0","2265.613","106.011"
"Germany","2020-06-20","189135.0","8882.0","2257.413","106.011"
"Germany","2020-06-19","188534.0","8872.0","2250.24","105.891"
"Germany","2020-06-18","187764.0","8856.0","2241.05","105.7"
"Germany","2020-06-17","187184.0","8830.0","2234.127","105.39"
"Germany","2020-06-16","186839.0","8800.0","2230.01","105.032"
"Germany","2020-06-15","186461.0","8791.0","2225.498","104.925"
"Germany","2020-06-14","186269.0","8787.0","2223.206","104.877"
"Germany","2020-06-13","186022.0","8781.0","2220.258","104.805"
"Germany","2020-06-12","185674.0","8763.0","2216.105","104.59"
"Germany","2020-06-11","185416.0","8755.0","2213.025","104.495"
"Germany","2020-06-10","184861.0","8729.0","2206.401","104.185"
"Germany","2020-06-09","184543.0","8711.0","2202.606","103.97"
"Germany","2020-06-08","184193.0","8674.0","2198.428","103.528"
"Germany","2020-06-07","183979.0","8668.0","2195.874","103.457"
"Germany","2020-06-06","183678.0","8646.0","2192.282","103.194"
"Germany","2020-06-05","183271.0","8613.0","2187.424","102.8"
"Germany","2020-06-04","182764.0","8581.0","2181.373","102.418"
"Germany","2020-06-03","182370.0","8551.0","2176.67","102.06"
"Germany","2020-06-02","182028.0","8522.0","2172.588","101.714"
"Germany","2020-06-01","181815.0","8511.0","2170.046","101.583"
"Germany","2020-05-31","181482.0","8500.0","2166.071","101.451"
"Germany","2020-05-30","181196.0","8489.0","2162.658","101.32"
"Germany","2020-05-29","180458.0","8450.0","2153.849","100.855"
"Germany","2020-05-28","179717.0","8411.0","2145.005","100.389"
"Germany","2020-05-27","179364.0","8349.0","2140.792","99.649"
"Germany","2020-05-26","179002.0","8302.0","2136.471","99.088"
"Germany","2020-05-25","178570.0","8257.0","2131.315","98.551"
"Germany","2020-05-24","178281.0","8247.0","2127.866","98.432"
"Germany","2020-05-23","177850.0","8216.0","2122.722","98.062"
"Germany","2020-05-22","177212.0","8174.0","2115.107","97.56"
"Germany","2020-05-21","176752.0","8147.0","2109.617","97.238"
"Germany","2020-05-20","176007.0","8090.0","2100.725","96.558"
"Germany","2020-05-19","175210.0","8007.0","2091.212","95.567"
"Germany","2020-05-18","174697.0","7935.0","2085.089","94.708"
"Germany","2020-05-17","174355.0","7914.0","2081.007","94.457"
"Germany","2020-05-16","173772.0","7881.0","2074.049","94.063"
"Germany","2020-05-15","173152.0","7824.0","2066.649","93.383"
"Germany","2020-05-14","172239.0","7723.0","2055.752","92.178"
"Germany","2020-05-13","171306.0","7634.0","2044.616","91.115"
"Germany","2020-05-12","170508.0","7533.0","2035.092","89.91"
"Germany","2020-05-11","169575.0","7417.0","2023.956","88.525"
"Germany","2020-05-10","169218.0","7395.0","2019.695","88.263"
"Germany","2020-05-09","168551.0","7369.0","2011.734","87.952"
"Germany","2020-05-08","167300.0","7266.0","1996.803","86.723"
"Germany","2020-05-07","166091.0","7119.0","1982.373","84.969"
"Germany","2020-05-06","164807.0","6996.0","1967.048","83.5"
"Germany","2020-05-05","163860.0","6831.0","1955.745","81.531"
"Germany","2020-05-04","163175.0","6692.0","1947.569","79.872"
"Germany","2020-05-03","162496.0","6649.0","1939.465","79.359"
"Germany","2020-05-02","161703.0","6575.0","1930.0","78.476"
"Germany","2020-05-01","160758.0","6481.0","1918.721","77.354"
"Germany","2020-04-30","159119.0","6288.0","1899.159","75.05"
